feature_index,street_name,city,score
1520,INTERSTATE 195,273,6.0
1521,INTERSTATE 195,273,6.0
1522,INTERSTATE 195,273,6.0
1523,INTERSTATE 195,292,3.0
1524,INTERSTATE 195,292,3.0
1525,INTERSTATE 195,292,3.0
1526,INTERSTATE 195,292,3.0
1527,INTERSTATE 195,292,3.0
1528,INTERSTATE 195,292,3.0
1529,INTERSTATE 195,292,3.0
1530,INTERSTATE 195,292,3.0
1531,INTERSTATE 195,292,3.0
1532,INTERSTATE 195,292,3.0
1533,INTERSTATE 195,310,3.0
1534,INTERSTATE 195,310,3.0
1535,INTERSTATE 195,247,3.0
1536,INTERSTATE 195,265,3.0
1538,INTERSTATE 195,265,3.0
1539,INTERSTATE 195,265,3.0
1540,INTERSTATE 195,265,3.0
1541,INTERSTATE 195,273,3.0
1542,INTERSTATE 195,273,3.0
1543,RAMP-RT 195 EB TO RT 495 NB,310,6.0
1544,RAMP-RT 195 EB TO RT 495 NB,310,3.0
1545,RAMP-RT 195 EB TO RT 495 NB,310,3.0
1546,INTERSTATE 195,72,3.0
1547,INTERSTATE 195,72,3.0
1548,INTERSTATE 195,72,3.0
1549,INTERSTATE 195,72,3.0
1550,INTERSTATE 195,310,3.0
1551,INTERSTATE 195,310,3.0
1552,INTERSTATE 195,310,3.0
1553,INTERSTATE 195,310,3.0
1554,INTERSTATE 195,310,3.0
1555,INTERSTATE 195,310,3.0
1556,INTERSTATE 195,310,3.0
1557,INTERSTATE 195,310,3.0
1558,INTERSTATE 195,169,3.0
1559,INTERSTATE 195,310,3.0
1560,INTERSTATE 195,310,3.0
1561,INTERSTATE 195,310,3.0
1562,INTERSTATE 195,334,3.0
1563,INTERSTATE 195,334,3.0
1564,INTERSTATE 195,334,3.0
1565,INTERSTATE 195,334,3.0
1566,INTERSTATE 195,334,3.0
1567,RAMP-RT 195 EB TO RT 495 NB,310,6.0
1568,INTERSTATE 195,173,3.0
1569,INTERSTATE 195,173,3.0
1570,INTERSTATE 195,173,3.0
1571,INTERSTATE 195,201,3.0
1572,INTERSTATE 195,201,3.0
1573,INTERSTATE 195,201,3.0
1574,INTERSTATE 195,201,3.0
1575,INTERSTATE 195,334,3.0
1576,INTERSTATE 195,334,3.0
1577,INTERSTATE 195,334,3.0
1578,INTERSTATE 290,170,3.0
1579,INTERSTATE 290,170,3.0
1580,INTERSTATE 290,215,3.0
1581,INTERSTATE 195,94,3.0
1582,INTERSTATE 195,94,3.0
1583,INTERSTATE 195,94,3.0
1584,INTERSTATE 195,94,3.0
1585,INTERSTATE 195,95,3.0
1586,INTERSTATE 195,95,6.0
1587,INTERSTATE 195,95,6.0
1588,INTERSTATE 195,95,6.0
1589,INTERSTATE 195,95,6.0
1590,INTERSTATE 195,95,6.0
1591,INTERSTATE 195,95,3.0
1592,INTERSTATE 195,95,3.0
1593,INTERSTATE 195,95,6.0
1594,INTERSTATE 195,95,3.0
1595,INTERSTATE 195,95,3.0
1596,INTERSTATE 195,95,3.0
1597,INTERSTATE 195,95,3.0
1598,INTERSTATE 195,95,3.0
1599,INTERSTATE 195,292,3.0
1600,INTERSTATE 195,292,3.0
1601,INTERSTATE 195,292,3.0
1602,INTERSTATE 195,292,3.0
1603,INTERSTATE 195,292,3.0
1604,INTERSTATE 290,215,3.0
1605,INTERSTATE 290,215,3.0
1606,INTERSTATE 290,215,3.0
1607,INTERSTATE 290,215,3.0
1608,INTERSTATE 290,215,3.0
1609,INTERSTATE 290,271,3.0
1610,INTERSTATE 290,271,3.0
1611,INTERSTATE 290,348,3.0
1612,INTERSTATE 290,348,3.0
1613,INTERSTATE 290,348,3.0
1614,INTERSTATE 290,348,3.0
1615,INTERSTATE 195,292,3.0
1616,INTERSTATE 195,292,3.0
1617,INTERSTATE 195,292,3.0
1618,INTERSTATE 195,292,3.0
1619,INTERSTATE 195,292,3.0
1620,INTERSTATE 195,310,3.0
1621,INTERSTATE 195,310,6.0
1622,INTERSTATE 195,310,3.0
1623,INTERSTATE 195,310,3.0
1624,INTERSTATE 195,310,3.0
1625,INTERSTATE 195,310,3.0
1626,INTERSTATE 195,310,3.0
1627,INTERSTATE 195,310,3.0
1628,INTERSTATE 195,310,3.0
1629,INTERSTATE 195,310,3.0
1630,INTERSTATE 195,201,3.0
1631,INTERSTATE 195,201,3.0
1632,INTERSTATE 195,201,3.0
1633,INTERSTATE 195,201,3.0
1634,INTERSTATE 195,201,3.0
1635,INTERSTATE 195,201,3.0
1636,INTERSTATE 195,201,3.0
1637,INTERSTATE 195,201,3.0
1638,INTERSTATE 195,201,3.0
1639,INTERSTATE 195,201,3.0
1640,INTERSTATE 195,201,3.0
1641,INTERSTATE 195,201,3.0
1642,INTERSTATE 195,201,3.0
1643,INTERSTATE 290,215,3.0
1644,INTERSTATE 290,215,3.0
1645,INTERSTATE 290,215,3.0
1646,INTERSTATE 195,265,3.0
1647,INTERSTATE 195,265,3.0
1648,INTERSTATE 195,265,3.0
1649,INTERSTATE 195,273,3.0
1652,INTERSTATE 195,273,3.0
1654,INTERSTATE 195,273,6.0
1655,INTERSTATE 195,273,6.0
1656,INTERSTATE 195,334,3.0
1657,INTERSTATE 195,334,3.0
1658,INTERSTATE 195,334,3.0
1659,SPRINGFIELD EXPRESSWAY,281,3.0
1660,SPRINGFIELD EXPRESSWAY,281,3.0
1661,INTERSTATE 391,61,3.0
1662,INTERSTATE 391,61,3.0
1664,INTERSTATE 391,137,3.0
1665,INTERSTATE 391,137,3.0
1666,INTERSTATE 391,137,3.0
1667,SPRINGFIELD EXPRESSWAY,281,3.0
1668,INTERSTATE 295,16,3.0
1669,INTERSTATE 295,16,3.0
1670,RAMP-RT 295 NB TO RT 95 NB,16,3.0
1671,INTERSTATE 295,211,3.0
1672,INTERSTATE 290,348,3.0
1673,INTERSTATE 391,61,3.0
1674,INTERSTATE 391,61,3.0
1675,INTERSTATE 391,61,3.0
1676,INTERSTATE 391,61,3.0
1677,SPRINGFIELD EXPRESSWAY,281,3.0
1678,SPRINGFIELD EXPRESSWAY,281,3.0
1679,SPRINGFIELD EXPRESSWAY,281,3.0
1680,INTERSTATE 290,348,3.0
1681,INTERSTATE 290,348,3.0
1682,INTERSTATE 290,348,3.0
1683,INTERSTATE 290,348,3.0
1684,INTERSTATE 290,348,3.0
1685,INTERSTATE 290,348,3.0
1686,INTERSTATE 290,348,3.0
1687,INTERSTATE 290,348,3.0
1688,INTERSTATE 290,348,3.0
1689,INTERSTATE 391,61,3.0
1690,INTERSTATE 391,61,3.0
1691,INTERSTATE 391,137,3.0
1692,INTERSTATE 391,137,12.0
1693,INTERSTATE 391,137,6.0
1694,INTERSTATE 391,137,6.0
1695,INTERSTATE 391,137,3.0
1697,INTERSTATE 290,348,3.0
1698,INTERSTATE 290,348,3.0
1699,INTERSTATE 290,348,3.0
1700,INTERSTATE 290,348,3.0
1701,INTERSTATE 290,348,3.0
1702,INTERSTATE 290,348,3.0
1703,INTERSTATE 290,17,3.0
1704,INTERSTATE 290,17,3.0
1705,INTERSTATE 290,17,3.0
1706,INTERSTATE 290,17,3.0
1707,INTERSTATE 290,17,3.0
1708,INTERSTATE 290,17,3.0
1709,INTERSTATE 290,170,6.0
1710,INTERSTATE 290,170,6.0
1711,INTERSTATE 290,170,6.0
1712,INTERSTATE 290,170,3.0
1713,INTERSTATE 290,170,3.0
1714,SPRINGFIELD EXPRESSWAY,281,6.0
1715,SPRINGFIELD EXPRESSWAY,281,6.0
1716,SPRINGFIELD EXPRESSWAY,281,3.0
1717,SPRINGFIELD EXPRESSWAY,281,3.0
1718,SPRINGFIELD EXPRESSWAY,281,6.0
1719,INTERSTATE 290,348,3.0
1720,INTERSTATE 290,271,3.0
1721,INTERSTATE 290,348,3.0
1722,INTERSTATE 290,348,3.0
1723,INTERSTATE 290,348,3.0
1724,INTERSTATE 290,348,3.0
1725,INTERSTATE 290,348,3.0
1726,INTERSTATE 290,348,3.0
1727,INTERSTATE 290,348,3.0
1728,INTERSTATE 290,348,3.0
1729,INTERSTATE 290,348,3.0
1730,INTERSTATE 290,348,3.0
1731,INTERSTATE 290,170,3.0
1732,INTERSTATE 290,215,3.0
1733,INTERSTATE 290,215,3.0
1734,INTERSTATE 290,271,3.0
1735,INTERSTATE 290,271,3.0
1736,INTERSTATE 290,271,3.0
1737,INTERSTATE 290,271,3.0
1738,INTERSTATE 290,271,3.0
1739,INTERSTATE 290,271,3.0
1740,INTERSTATE 290,271,3.0
1741,INTERSTATE 290,271,3.0
1742,INTERSTATE 290,271,3.0
1743,INTERSTATE 290,271,3.0
1744,INTERSTATE 290,271,3.0
1745,INTERSTATE 290,271,3.0
1746,INTERSTATE 290,271,3.0
1747,INTERSTATE 290,271,3.0
1748,INTERSTATE 290,271,3.0
1749,INTERSTATE 290,348,3.0
1750,INTERSTATE 290,348,3.0
1751,INTERSTATE 290,348,3.0
1752,INTERSTATE 290,348,3.0
1753,INTERSTATE 290,348,3.0
1754,SPRINGFIELD EXPRESSWAY,281,6.0
1755,INTERSTATE 91,137,3.0
1756,INTERSTATE 91,137,3.0
1757,INTERSTATE 91,137,3.0
1758,INTERSTATE 93,176,3.0
1759,YANKEE DIVISION HIGHWAY,243,3.0
1760,YANKEE DIVISION HIGHWAY,243,3.0
1761,YANKEE DIVISION HIGHWAY,243,3.0
1762,INTERSTATE 95,16,3.0
1763,INTERSTATE 95,16,3.0
1764,INTERSTATE 95,16,3.0
1765,INTERSTATE 95,16,3.0
1766,YANKEE DIVISION HIGHWAY,50,3.0
1767,INTERSTATE 93,176,3.0
1768,INTERSTATE 93,176,3.0
1769,INTERSTATE 93,176,3.0
1770,INTERSTATE 95,7,3.0
1771,INTERSTATE 95,206,3.0
1772,INTERSTATE 95,16,3.0
1773,INTERSTATE 95,16,3.0
1774,INTERSTATE 95,16,3.0
1775,INTERSTATE 95,16,3.0
1776,INTERSTATE 95,16,3.0
1777,MASSACHUSETTS TURNPIKE,198,3.0
1778,MASSACHUSETTS TURNPIKE,198,3.0
1779,MASSACHUSETTS TURNPIKE,61,3.0
1780,MASSACHUSETTS TURNPIKE,61,3.0
1781,MASSACHUSETTS TURNPIKE,61,3.0
1782,MASSACHUSETTS TURNPIKE,61,3.0
1783,MASSACHUSETTS TURNPIKE,100,3.0
1784,MASSACHUSETTS TURNPIKE,100,3.0
1785,MASSACHUSETTS TURNPIKE,110,3.0
1786,MASSACHUSETTS TURNPIKE,110,3.0
1787,BLUE STAR MEMORIAL HIGHWAY,139,3.0
1788,BLUE STAR MEMORIAL HIGHWAY,141,3.0
1789,INTERSTATE 93,244,3.0
1790,INTERSTATE 93,246,3.0
1791,INTERSTATE 91,137,3.0
1792,MASSACHUSETTS TURNPIKE,287,3.0
1793,MASSACHUSETTS TURNPIKE,303,3.0
1794,MASSACHUSETTS TURNPIKE,311,3.0
1795,MASSACHUSETTS TURNPIKE,311,3.0
1796,MASSACHUSETTS TURNPIKE,311,3.0
1797,MASSACHUSETTS TURNPIKE,311,3.0
1798,MASSACHUSETTS TURNPIKE,198,3.0
1799,MASSACHUSETTS TURNPIKE,207,3.0
1800,MASSACHUSETTS TURNPIKE,207,3.0
1801,INTERSTATE 93,274,6.0
1802,INTERSTATE 91,281,3.0
1803,INTERSTATE 91,281,3.0
1804,INTERSTATE 93,176,3.0
1805,INTERSTATE 93,176,3.0
1806,INTERSTATE 93,176,3.0
1807,INTERSTATE 93,176,3.0
1808,INTERSTATE 93,176,3.0
1809,INTERSTATE 93,176,3.0
1810,INTERSTATE 93,176,3.0
1811,MASSACHUSETTS TURNPIKE,22,6.0
1812,MASSACHUSETTS TURNPIKE,22,6.0
1813,WILBUR CROSS HIGHWAY,287,3.0
1814,INTERSTATE 91,114,6.0
1815,INTERSTATE 91,114,6.0
1816,INTERSTATE 91,127,6.0
1817,INTERSTATE 91,127,3.0
1818,INTERSTATE 91,127,3.0
1819,INTERSTATE 91,127,3.0
1820,INTERSTATE 91,137,3.0
1822,BLUE STAR MEMORIAL HIGHWAY,210,3.0
1823,MASSACHUSETTS TURNPIKE,326,9.0
1824,MASSACHUSETTS TURNPIKE,328,3.0
1825,INTERSTATE 93,176,3.0
1826,INTERSTATE 93,181,3.0
